target,ids,date,flag,user,text,procesado,Polaridad,Subjetividad,palabras,Label_enc,nLabel,neg_scores,neu_scores,pos_scores,compound_scores,NOUN,PRON,VERB,ADJ,ADV
Positiva,2237490834.0,Fri Jun 19 05:53:23 PDT 2009,NO_QUERY,nthornton701,Very upset to learn that the Georgia Theater is on fire... and pretty much completely gone.    ,"['upset', 'learn', 'georgia', 'theater', 'fire', 'pretty', 'much', 'completely', 'gone']",0.175,0.7,16.0,2.0,1.0,0.352,0.423,0.225,-0.2023,2.0,0.0,1.0,0.0,1.0
Neutral,1980617202.0,Sun May 31 07:13:52 PDT 2009,NO_QUERY,Dribbby,@Ashmrx Aminamin!!! Thanku ashymeraxyy ,"['aminamin', 'thanku', 'ashymeraxyy']",0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0
Positiva,2229474381.0,Thu Jun 18 15:46:37 PDT 2009,NO_QUERY,FLYYPRINCE,@BooshyBAD Ur Funny For That.....how u gonna Play me  Lol,"['funny', 'gon', 'play', 'lol']",0.525,0.85,10.0,2.0,1.0,0.0,0.11,0.89,0.7964,3.0,0.0,1.0,0.0,1.0
Negativa,2051661573.0,Fri Jun 05 22:30:34 PDT 2009,NO_QUERY,aliciayeh,Ugh sat subject tests tomorrow ,"['ugh', 'sat', 'subject', 'tests', 'tomorrow']",-0.16666666666666666,0.3333333333333333,5.0,0.0,-1.0,0.412,0.588,0.0,-0.4215,2.0,0.0,0.0,1.0,0.0
Positiva,2060416590.0,Sat Jun 06 18:51:59 PDT 2009,NO_QUERY,xxkathyxx,@stolenrain NOOO! I just typed that for fun  I'm going to type some more now,"['nooo', 'typed', 'fun', 'going', 'type']",0.3,0.2,15.0,2.0,1.0,0.0,0.548,0.452,0.5106,2.0,1.0,2.0,0.0,0.0
Negativa,1956326412.0,Thu May 28 21:38:31 PDT 2009,NO_QUERY,ColoradoFoothil,@keleka7 Hi keleka yes I do hate it when that happens ,"['keleka', 'yes', 'hate', 'happens']",-0.8,0.9,11.0,0.0,-1.0,0.44,0.238,0.321,-0.25,1.0,1.0,1.0,0.0,0.0
Neutral,1969699494.0,Sat May 30 00:54:47 PDT 2009,NO_QUERY,nataliebishop,Luvverly luvverly day ,"['luvverly', 'luvverly', 'day']",0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Positiva,1823437192.0,Sat May 16 21:58:20 PDT 2009,NO_QUERY,inradiance,why am i not a happy drunk tonight ,"['happy', 'drunk', 'tonight']",0.15000000000000002,1.0,8.0,2.0,1.0,0.338,0.141,0.521,0.3182,1.0,0.0,1.0,0.0,1.0
Positiva,2175512792.0,Mon Jun 15 01:11:52 PDT 2009,NO_QUERY,elinbs,is drinking lovely tea she bought in London in December: Yumchaa's &quot;Caramel Sweetheart&quot;. It's almost all gone...  http://www.yumchaa.com/,"['drinking', 'lovely', 'tea', 'bought', 'london', 'december', 'yumchaa', 'quot', 'caramel', 'sweetheart', 'quot', 'almost', 'gone']",0.5,0.75,18.0,2.0,1.0,0.0,0.576,0.424,0.8442,2.0,1.0,2.0,1.0,1.0
Neutral,2243244061.0,Fri Jun 19 13:12:14 PDT 2009,NO_QUERY,cmygeek,"@stickypop I'd be able to tell you, if I had an iPhone/iPod Touch... but sadly I don't ","['able', 'tell', 'touch', 'sadly']",0.0,0.8125,17.0,1.0,0.0,0.483,0.517,0.0,-0.4215,2.0,0.0,1.0,1.0,1.0
Negativa,1882407044.0,Fri May 22 06:49:00 PDT 2009,NO_QUERY,martylyn,@itsNICKJONAS Come oooooon Nick!Update  for example you could start by replying to me how u doing?(random question ^^),"['come', 'oooooon', 'nick', 'update', 'example', 'could', 'start', 'replying', 'random', 'question']",-0.5,0.5,18.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0
Positiva,1563903506.0,Mon Apr 20 00:48:08 PDT 2009,NO_QUERY,DemSelMandMiles,@BrookeAdamsTBG5 good to hear it has benn for me too  ilu girl ur fan and supporter forev megan sparkes,"['good', 'hear', 'benn', 'ilu', 'girl', 'fan', 'supporter', 'forev', 'megan', 'sparkes']",0.7,0.6000000000000001,19.0,2.0,1.0,0.0,0.339,0.661,0.8934,3.0,0.0,4.0,1.0,1.0
Neutral,1979403954.0,Sun May 31 02:54:07 PDT 2009,NO_QUERY,radhika16,@joannabray  i like sunshine too.. ,"['like', 'sunshine']",0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.6908,3.0,1.0,4.0,1.0,1.0
Negativa,2222573676.0,Thu Jun 18 07:10:00 PDT 2009,NO_QUERY,giaani,i wanna here we again!!!! but i don't find ,"['wan', 'find']",-0.2,0.15000000000000002,9.0,0.0,-1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
Positiva,2059182361.0,Sat Jun 06 16:24:52 PDT 2009,NO_QUERY,stixandthecity,love this:  http://polfeeds.com/item/P052209PS-0297  pres. obama chest bumping a naval grad @ the grad ceremony ,"['love', 'pres', 'obama', 'chest', 'bumping', 'naval', 'grad', 'grad', 'ceremony']",0.5,0.6,14.0,2.0,1.0,0.0,0.656,0.344,0.6369,2.0,1.0,2.0,1.0,2.0
Neutral,2000153119.0,Mon Jun 01 21:31:03 PDT 2009,NO_QUERY,eechuan,"Being drawn into the world of Microsoft #OneNote... The OneNote to bind all projects, next actions into ONE.. ","['drawn', 'world', 'microsoft', 'onenote', 'onenote', 'bind', 'projects', 'next', 'actions', 'one']",0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Negativa,2263754223.0,Sun Jun 21 01:42:54 PDT 2009,NO_QUERY,9sofie5,"people, I just woke up!!! IÂ´m so mad right now! ItÂ´s late!!! ","['people', 'woke', 'mad', 'right', 'late']",-0.2130952380952381,0.7119047619047619,12.0,0.0,-1.0,0.444,0.556,0.0,-0.4939,2.0,0.0,0.0,0.0,0.0
Positiva,1573817350.0,Tue Apr 21 03:00:04 PDT 2009,NO_QUERY,tweetpet,@richstyles  Clean Me!,['clean'],0.3666666666666667,0.7000000000000001,3.0,2.0,1.0,0.0,0.0,1.0,0.4019,2.0,1.0,2.0,1.0,0.0
Neutral,1958122540.0,Fri May 29 02:44:16 PDT 2009,NO_QUERY,jeremy_ellis,@Jayce_Kay Morning! Hows your day. Hope you're not another lying in the sun ,"['morning', 'hows', 'day', 'hope', 'another', 'lying', 'sun']",0.0,0.0,13.0,1.0,0.0,0.301,0.442,0.257,-0.128,2.0,0.0,3.0,1.0,0.0
Negativa,1989936010.0,Mon Jun 01 03:19:40 PDT 2009,NO_QUERY,bananallanah,@selfadhesive aw I'm sorry ,['sorry'],-0.5,1.0,4.0,0.0,-1.0,1.0,0.0,0.0,-0.0772,3.0,1.0,2.0,1.0,1.0
Positiva,1970942550.0,Sat May 30 05:44:15 PDT 2009,NO_QUERY,TVXQ4ever,JunSu oppa is definitely cute and adorable!!  but the &quot;??????(oyaji gag)&quot; isn't totally suitable for him.... ??????????????ï¿½,"['junsu', 'oppa', 'definitely', 'cute', 'adorable', 'quot', 'oyaji', 'gag', 'quot', 'totally', 'suitable']",0.5166666666666667,0.9166666666666666,17.0,2.0,1.0,0.131,0.383,0.486,0.7579,2.0,1.0,2.0,0.0,1.0
Positiva,2065699145.0,Sun Jun 07 09:07:06 PDT 2009,NO_QUERY,DogTherapist,Itâs rare indeed that an aggressive dog is a dominant dog. Most cases of aggression are triggered by fear ,"['rare', 'indeed', 'aggressive', 'dog', 'dominant', 'dog', 'cases', 'aggression', 'triggered', 'fear']",0.3,0.9,19.0,2.0,1.0,0.5,0.5,0.0,-0.7184,2.0,1.0,3.0,1.0,1.0
Neutral,2001086905.0,Mon Jun 01 23:48:12 PDT 2009,NO_QUERY,Cayface,"@xxmisserinxx I updated, btw ","['updated', 'btw']",0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0
Positiva,1976610559.0,Sat May 30 18:34:36 PDT 2009,NO_QUERY,kevicaveman,"gonna try necrovision out, then probably some team fortress 2... anyone know when Starcraft 2 beta release will come available?!? ","['gon', 'try', 'necrovision', 'probably', 'team', 'fortress', 'anyone', 'know', 'starcraft', 'beta', 'release', 'come', 'available']",0.4,0.4,20.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Neutral,2072427411.0,Sun Jun 07 21:00:21 PDT 2009,NO_QUERY,kdwlovesdjtl,@tommcfly you have everything else going for you! there is no stopping you. you could definitely get one! im rooting for ya! ,"['everything', 'else', 'going', 'stopping', 'could', 'definitely', 'get', 'one', 'rooting']",0.0,0.5,22.0,1.0,0.0,0.142,0.619,0.239,0.2732,1.0,0.0,1.0,0.0,2.0
Positiva,1985559332.0,Sun May 31 17:20:13 PDT 2009,NO_QUERY,kayleeannjonas,@kklovesjb haha thank youu ,"['haha', 'thank', 'youu']",0.2,0.3,4.0,2.0,1.0,0.0,0.154,0.846,0.6705,2.0,1.0,4.0,1.0,1.0
Negativa,1993794783.0,Mon Jun 01 10:56:36 PDT 2009,NO_QUERY,paganini9,There's some ink black clouds outside menacing to drench  #fb,"['ink', 'black', 'clouds', 'outside', 'menacing', 'drench']",-0.3888888888888889,0.4944444444444445,10.0,0.0,-1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
Neutral,1990798497.0,Mon Jun 01 05:46:07 PDT 2009,NO_QUERY,chaosbot,"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on ","['worry', 'noone', 'got', 'one', 'next', 'question', 'starts', 'minute', 'get', 'thinking', 'caps']",0.0,0.0,18.0,1.0,0.0,0.225,0.775,0.0,-0.4404,1.0,1.0,1.0,0.0,0.0
Neutral,1970148222.0,Sat May 30 02:39:10 PDT 2009,NO_QUERY,ej_smith,"cooking dinner (pancakes)  also, im wearing a dress tonight","['cooking', 'dinner', 'pancakes', 'also', 'wearing', 'dress', 'tonight']",0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
Negativa,1686826310.0,Sun May 03 06:54:24 PDT 2009,NO_QUERY,henryjohn_,In such a mood for the cinema. Going later  mmmm popcorn x,"['mood', 'cinema', 'going', 'late', 'mmmm', 'popcorn']",-0.3,0.6,12.0,0.0,-1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
Negativa,1880774326.0,Fri May 22 02:27:26 PDT 2009,NO_QUERY,loveRobPattz,Who can teach me English? my poor English ,"['teach', 'english', 'poor', 'english']",-0.13333333333333333,0.2,8.0,0.0,-1.0,0.508,0.492,0.0,-0.4767,2.0,1.0,3.0,1.0,0.0
Neutral,1557648949.0,Sun Apr 19 05:19:01 PDT 2009,NO_QUERY,eddieleggett,@makingmewonder yeah i've got to go over to the CDT block at 2... ,"['yeah', 'got', 'cdt', 'block']",0.0,0.0,13.0,1.0,0.0,0.408,0.282,0.31,-0.1779,3.0,1.0,1.0,1.0,0.0
Positiva,1824620633.0,Sun May 17 02:11:00 PDT 2009,NO_QUERY,bella208,getting ready to go hv a lamb roast dinner.. english ways wit yorkshire pudding 'n stuf..   *yum*,"['getting', 'ready', 'lamb', 'roast', 'dinner', 'english', 'ways', 'wit', 'yorkshire', 'pudding', 'stuf', 'yum']",0.1,0.25,17.0,2.0,1.0,0.0,0.815,0.185,0.3612,1.0,1.0,3.0,1.0,1.0
Positiva,2053433213.0,Sat Jun 06 04:32:15 PDT 2009,NO_QUERY,DianneSanLuis,"Running the Wissahickon Trail Classic 10k this morning...part dirt path, part single track...back to my x-country roots ","['running', 'wissahickon', 'trail', 'classic', 'morning', 'part', 'dirt', 'path', 'part', 'single', 'track', 'back', 'roots']",0.031746031746031744,0.12698412698412698,17.0,2.0,1.0,0.167,0.833,0.0,-0.34,2.0,2.0,2.0,1.0,1.0
Neutral,2184640125.0,Mon Jun 15 16:12:12 PDT 2009,NO_QUERY,lindafpitts,"@Silksmom click on the name and you can see the profile - I had two followers...one was cable, the other was cell phones - all spam  ","['click', 'name', 'see', 'profile', 'two', 'followers', 'one', 'cable', 'cell', 'phones', 'spam']",0.0,0.0,26.0,1.0,0.0,0.2,0.8,0.0,-0.3612,3.0,1.0,4.0,1.0,1.0
Negativa,2067608538.0,Sun Jun 07 12:38:46 PDT 2009,NO_QUERY,geardiary,@dmacias i think by august on att...but no firm facts. ,"['think', 'august', 'att', 'firm', 'facts']",-0.2,0.4,10.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0
Neutral,2069006016.0,Sun Jun 07 15:05:38 PDT 2009,NO_QUERY,BooleanBlackBlt,"@BillBoorman 1 call, 1 close. ","['call', 'close']",0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,2.0
Negativa,2001527767.0,Tue Jun 02 01:10:50 PDT 2009,NO_QUERY,Venixx,"On another note, the Air France tragedy is very sad. Those poor people and their loved ones left behind ","['another', 'note', 'air', 'france', 'tragedy', 'sad', 'poor', 'people', 'loved', 'ones', 'left', 'behind']",-0.12000000000000002,0.6200000000000001,19.0,0.0,-1.0,0.471,0.356,0.173,-0.7717,1.0,0.0,2.0,0.0,1.0
Positiva,1557013289.0,Sun Apr 19 01:31:42 PDT 2009,NO_QUERY,ComedyQueen,@keza34 i cant help it i just woked up lol. and omgosh  another #F1 watcher. I feel all lefted out ,"['cant', 'help', 'woked', 'lol', 'omgosh', 'another', 'watcher', 'feel', 'lefted']",0.8,0.7,20.0,2.0,1.0,0.396,0.604,0.0,-0.5559,2.0,0.0,3.0,1.0,1.0
Positiva,1686755873.0,Sun May 03 06:39:33 PDT 2009,NO_QUERY,xloveablefreak,@cookiedorksx3 haha xD whatever you ;p haha i know  &lt;3,"['haha', 'whatever', 'haha', 'know']",0.2,0.3,10.0,2.0,1.0,0.0,0.25,0.75,0.7184,2.0,1.0,0.0,0.0,0.0
Positiva,2177681856.0,Mon Jun 15 06:31:31 PDT 2009,NO_QUERY,DemiSavannah,"Watching...guess what  ! Home and away, again  ! It's everyday  The best serie ever !","['watching', 'guess', 'home', 'away', 'everyday', 'best', 'serie', 'ever']",0.4,0.45,15.0,2.0,1.0,0.0,0.625,0.375,0.6369,3.0,1.0,3.0,0.0,0.0
Negativa,1989106906.0,Mon Jun 01 00:22:02 PDT 2009,NO_QUERY,awmitchell,@kelpenhagen  I would if I could but it's hard without a FireFox plug-in. When's that going to be released?,"['would', 'could', 'hard', 'without', 'firefox', 'going', 'released']",-0.2916666666666667,0.5416666666666666,19.0,0.0,-1.0,0.189,0.811,0.0,-0.1027,1.0,2.0,1.0,0.0,0.0
Positiva,1677611669.0,Sat May 02 03:01:38 PDT 2009,NO_QUERY,laura_eyedea,good morning! buenos dias! woke up quite early ~ a busy day! ,"['good', 'morning', 'buenos', 'dias', 'woke', 'quite', 'early', 'busy', 'day']",0.3,0.4000000000000001,12.0,2.0,1.0,0.0,0.734,0.266,0.4404,2.0,1.0,2.0,1.0,0.0
Positiva,1825008748.0,Sun May 17 03:56:22 PDT 2009,NO_QUERY,_sinkingships,loved BRYAN GREENBERG in bride wars! ,"['loved', 'bryan', 'greenberg', 'bride', 'wars']",0.7,0.8,6.0,2.0,1.0,0.343,0.286,0.371,0.0772,1.0,1.0,3.0,0.0,0.0
Neutral,2249533680.0,Fri Jun 19 22:30:51 PDT 2009,NO_QUERY,shaunshaun182,@tylerothites it gets here tuesday ,"['gets', 'tuesday']",0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
Positiva,2174844954.0,Sun Jun 14 23:27:03 PDT 2009,NO_QUERY,bibamala,"I have so much studying to do, but so little time ","['much', 'studying', 'little', 'time']",0.006250000000000006,0.35,11.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
Positiva,1771233892.0,Mon May 11 23:38:34 PDT 2009,NO_QUERY,brightondoll,@maryelleuh awe thanks love &lt;3 ,"['awe', 'thanks', 'love']",0.35,0.4,5.0,2.0,1.0,0.0,0.123,0.877,0.7964,2.0,0.0,3.0,0.0,1.0
Positiva,1827919503.0,Sun May 17 11:43:10 PDT 2009,NO_QUERY,BasmaAfifi,"@samiyusuf May allah be with you my dear brother, you are always in our dua's. god bless you  keep your smile don't forget that..","['may', 'allah', 'dear', 'brother', 'always', 'dua', 'god', 'bless', 'keep', 'smile', 'forget']",0.3,0.1,24.0,2.0,1.0,0.106,0.335,0.559,0.7964,3.0,0.0,2.0,1.0,1.0
Positiva,1986350964.0,Sun May 31 18:42:48 PDT 2009,NO_QUERY,ashMONEY3,i hope the movie awards gets more entertaining...   ,"['hope', 'movie', 'awards', 'gets', 'entertaining']",0.5,0.7,8.0,2.0,1.0,0.0,0.185,0.815,0.8316,1.0,0.0,0.0,0.0,0.0
Positiva,1980667974.0,Sun May 31 07:21:54 PDT 2009,NO_QUERY,MusicAddictus,Listening to John Legend's Evolver.  and at the same time thinking the road bike I so love to get.,"['listening', 'john', 'legend', 'evolver', 'time', 'thinking', 'road', 'bike', 'love', 'get']",0.5,0.6,19.0,2.0,1.0,0.0,0.682,0.318,0.6369,1.0,1.0,1.0,1.0,1.0
Neutral,2183093887.0,Mon Jun 15 14:02:18 PDT 2009,NO_QUERY,darfuria,"Buy now, pay in 9 months with no interest is SO tempting. ","['buy', 'pay', 'months', 'interest', 'tempting']",0.0,0.0,12.0,1.0,0.0,0.189,0.405,0.405,0.3818,1.0,1.0,0.0,1.0,1.0
Positiva,2051828830.0,Fri Jun 05 22:54:52 PDT 2009,NO_QUERY,rockyaguas,"@moonsarahmoon well...I don't know if I can be called a &quot;real&quot; fan. But I'll still root for them! Noticed you were a fan, so go lakers! ","['well', 'know', 'called', 'quot', 'real', 'quot', 'fan', 'still', 'root', 'noticed', 'fan', 'lakers']",0.2,0.30000000000000004,26.0,2.0,1.0,0.0,0.573,0.427,0.6908,2.0,1.0,1.0,0.0,0.0
Neutral,2015856133.0,Wed Jun 03 05:40:06 PDT 2009,NO_QUERY,teeco71,@BengeeB s'up for 2day? I'm at work since 7.  lots 2 do 2day!  yuk! work. boo ,"['work', 'since', 'lots', 'yuk', 'work', 'boo']",0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Neutral,2045121355.0,Fri Jun 05 10:16:02 PDT 2009,NO_QUERY,HaTheQueen1,@wavesgotyagirl why are ã?³ ignoring me ,['ignoring'],0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,-0.4019,1.0,0.0,0.0,1.0,1.0
Positiva,2062035959.0,Sat Jun 06 22:10:48 PDT 2009,NO_QUERY,natashaislegit,One of my bffs was on a gossip site..and not a good thing. I'm torn do I tell her? Eeep ,"['one', 'bffs', 'gossip', 'site', 'good', 'thing', 'torn', 'tell', 'eeep']",0.7,0.6000000000000001,20.0,2.0,1.0,0.294,0.476,0.23,0.0516,3.0,3.0,4.0,1.0,0.0
Positiva,1983395235.0,Sun May 31 13:04:28 PDT 2009,NO_QUERY,jmacloveex3,I love Jesse McCartney. OMGG. It's not even funny. I loved him in Dream Street and I still love him now ,"['love', 'jesse', 'mccartney', 'omgg', 'even', 'funny', 'loved', 'dream', 'street', 'still', 'love']",0.4875,0.7500000000000001,21.0,2.0,1.0,0.0,0.259,0.741,0.9531,3.0,1.0,3.0,2.0,1.0
Positiva,2263759580.0,Sun Jun 21 01:43:51 PDT 2009,NO_QUERY,nate_says,Just heard Aaliyah's rock the boat on the OLDIES station.  Wow ,"['heard', 'aaliyah', 'rock', 'boat', 'oldies', 'station', 'wow']",0.1,1.0,11.0,2.0,1.0,0.0,0.612,0.388,0.5859,1.0,0.0,2.0,1.0,1.0
Neutral,1968822680.0,Fri May 29 22:18:10 PDT 2009,NO_QUERY,HINjanitor,"HIGHLANDS in Hollywood about to Open, get down here! ","['highlands', 'hollywood', 'open', 'get']",0.0,0.5,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0
Neutral,1468194361.0,Tue Apr 07 00:13:40 PDT 2009,NO_QUERY,br00klynbetty,I miss my boo thaaaaang ,"['miss', 'boo', 'thaaaaang']",0.0,0.0,5.0,1.0,0.0,0.444,0.556,0.0,-0.1531,1.0,1.0,2.0,0.0,1.0
Neutral,2202659705.0,Tue Jun 16 22:10:59 PDT 2009,NO_QUERY,crazyrickfan,"Leg got hurt at camp, so I am home ","['leg', 'got', 'hurt', 'camp', 'home']",0.0,0.0,9.0,1.0,0.0,0.459,0.541,0.0,-0.5267,1.0,2.0,2.0,1.0,1.0
Positiva,2046800434.0,Fri Jun 05 12:42:40 PDT 2009,NO_QUERY,KevyWind,"The middle finger on my right hand is hurting right now, I had a small accident with a nail clipper lol.. Its my sister's birthday today. ","['middle', 'finger', 'right', 'hand', 'hurting', 'right', 'small', 'accident', 'nail', 'clipper', 'lol', 'sister', 'birthday', 'today']",0.22428571428571428,0.4342857142857143,26.0,2.0,1.0,0.266,0.459,0.275,0.0516,3.0,1.0,2.0,0.0,1.0
Neutral,1793472416.0,Thu May 14 02:49:42 PDT 2009,NO_QUERY,Dogbook,Jessie is miffed that it's bath day today!  http://apps.facebook.com/dogbook/profile/view/4684207,"['jessie', 'miffed', 'bath', 'day', 'today']",0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0
Neutral,2174689015.0,Sun Jun 14 23:05:30 PDT 2009,NO_QUERY,kimwaslike,this paper is scandal...i'd rather be playing mancala with @kingchidiishere...smh ,"['paper', 'scandal', 'rather', 'playing', 'mancala', 'smh']",0.0,0.0,10.0,1.0,0.0,0.52,0.3,0.18,-0.5267,2.0,1.0,2.0,1.0,1.0
Neutral,1995938166.0,Mon Jun 01 14:16:50 PDT 2009,NO_QUERY,pmachenbach,in my aunt's house ,"['aunt', 'house']",0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,1.0
Negativa,1992790795.0,Mon Jun 01 09:19:37 PDT 2009,NO_QUERY,NoteRobot,"(@blairbarry) Note to self: stay away from Benihana....very bad stomach ache  I think they make their food with poison..but yet, its s ...","['note', 'self', 'stay', 'away', 'benihana', 'bad', 'stomach', 'ache', 'think', 'make', 'food', 'poison', 'yet']",-0.6999999999999998,0.6666666666666666,23.0,0.0,-1.0,0.49,0.51,0.0,-0.8625,1.0,0.0,0.0,0.0,1.0
Negativa,2239729716.0,Fri Jun 19 08:53:53 PDT 2009,NO_QUERY,Doonytime,@Lynchie555 Does the F1 news count? Bad day for F1 fans everywhere ,"['news', 'count', 'bad', 'day', 'fans', 'everywhere']",-0.6999999999999998,0.6666666666666666,12.0,0.0,-1.0,0.412,0.588,0.0,-0.5423,2.0,2.0,2.0,1.0,0.0
Neutral,1557067911.0,Sun Apr 19 01:50:05 PDT 2009,NO_QUERY,DjSwift_Neb,Big $$$$$$$$$$ fell through!!!!!!!!!!!!!! ,"['big', 'fell']",0.0,0.1,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Negativa,1963221918.0,Fri May 29 12:23:37 PDT 2009,NO_QUERY,chrisfinlay,"&quot;When you're fat and sassy, why waste your time on change?&quot; John K. Hudzik, vp, global engagement at MSU http://bit.ly/HsUQ1 Why indeed? ","['quot', 'fat', 'sassy', 'waste', 'time', 'change', 'quot', 'john', 'hudzik', 'global', 'engagement', 'msu', 'indeed']",-0.1,0.0,22.0,0.0,-1.0,0.167,0.655,0.179,0.0516,2.0,1.0,2.0,1.0,1.0
Positiva,1986425054.0,Sun May 31 18:49:06 PDT 2009,NO_QUERY,lizettepayan,Soooo excited for the new Harry Potter movie to come out ,"['soooo', 'excited', 'new', 'harry', 'potter', 'movie', 'come']",0.2556818181818182,0.6022727272727273,11.0,2.0,1.0,0.0,0.714,0.286,0.34,1.0,1.0,2.0,1.0,1.0
Positiva,2067049075.0,Sun Jun 07 11:39:18 PDT 2009,NO_QUERY,SyllyOne,Feeling a bit better today. Hope it turns to A LOT better soon. ,"['feeling', 'bit', 'good', 'today', 'hope', 'turns', 'lot', 'good', 'soon']",0.7,0.6000000000000001,13.0,2.0,1.0,0.0,0.329,0.671,0.8481,2.0,2.0,2.0,0.0,0.0
Negativa,2266020480.0,Sun Jun 21 07:45:15 PDT 2009,NO_QUERY,aidadoll,@Ana_xo hushhh )  i hada leave cuz i was sick,"['hushhh', 'hada', 'leave', 'cuz', 'sick']",-0.7142857142857143,0.8571428571428571,10.0,0.0,-1.0,0.6,0.4,0.0,-0.5423,1.0,0.0,1.0,0.0,0.0
Negativa,2193080184.0,Tue Jun 16 07:58:13 PDT 2009,NO_QUERY,Laura_Crane,My head hurts sooo bad and so does my heart.  wawzaa I cried alot last night when I went home. What's up with me!?,"['head', 'hurts', 'sooo', 'bad', 'heart', 'wawzaa', 'cried', 'alot', 'last', 'night', 'went', 'home']",-0.3499999999999999,0.36666666666666653,24.0,0.0,-1.0,0.43,0.374,0.196,-0.6124,2.0,0.0,1.0,1.0,1.0
Neutral,2052122534.0,Fri Jun 05 23:43:47 PDT 2009,NO_QUERY,peaceNlove_,@joeey_ lolll go ferr it  did u already?,"['lolll', 'ferr', 'already']",0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Neutral,1999531684.0,Mon Jun 01 20:22:54 PDT 2009,NO_QUERY,rache14,Exams in the morning. ,"['exams', 'morning']",0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
Negativa,2205437925.0,Wed Jun 17 04:44:22 PDT 2009,NO_QUERY,Hopefull020,@tweetnotpurge1 hows your toe babe!?!?! ah no im so sorry to hear that happned  how u doing otherwise? xxx,"['hows', 'toe', 'babe', 'sorry', 'hear', 'happned', 'otherwise', 'xxx']",-0.5,1.0,19.0,0.0,-1.0,0.157,0.843,0.0,-0.0772,3.0,1.0,3.0,1.0,1.0
Positiva,1882791358.0,Fri May 22 07:29:34 PDT 2009,NO_QUERY,ForeCheck84,PET scan and bloodwork was all good!! ,"['pet', 'scan', 'bloodwork', 'good']",0.7,0.6000000000000001,7.0,2.0,1.0,0.0,0.508,0.492,0.4404,3.0,1.0,1.0,1.0,2.0
Positiva,2218510056.0,Wed Jun 17 22:36:52 PDT 2009,NO_QUERY,xsunshine12,"@ashcashrain hey ashley, guess i didn't tell you yet but my padres r moving to st louis cuz my dad is starting a new job there, so i gtg2 ","['hey', 'ashley', 'guess', 'tell', 'yet', 'padres', 'moving', 'louis', 'cuz', 'dad', 'starting', 'new', 'job']",0.06818181818181818,0.2772727272727273,29.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Neutral,1881098699.0,Fri May 22 03:35:45 PDT 2009,NO_QUERY,cschroll,@DerekHubbard JS is at your desk. I told her you won't be in until 9:00. She said she'll wait.  ,"['desk', 'told', 'said', 'wait']",0.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Positiva,2186998920.0,Mon Jun 15 19:38:34 PDT 2009,NO_QUERY,Last_Christians,@Natalie_Singh Thanks love! ,"['thanks', 'love']",0.35,0.4,3.0,2.0,1.0,0.0,0.0,1.0,0.7964,3.0,1.0,2.0,1.0,0.0
